year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee7bc588982,ca,2.8,90054.0,red,gray,toyota financial services,7625.0,7800.0,2014-12-23 16:00:00+08:00
2011,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv6bw143926,ca,4.5,25227.0,black,gray,"ford motor credit company,llc",15300.0,16100.0,2014-12-18 12:00:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp6bt008076,ca,4.8,31513.0,black,gray,nissan-infiniti lt,9725.0,11000.0,2014-12-16 12:30:00+08:00
2010,Audi,A4,2.0T Premium,Sedan,automatic,waujfafh9an010694,ca,2.7,38136.0,blue,black,high bid trading co inc,22600.0,22500.0,2014-12-18 12:00:00+08:00
2011,Toyota,Camry,SE,Sedan,automatic,4t1bf3ek5bu621955,ca,2.0,92494.0,white,black,santander consumer,10150.0,9500.0,2014-12-18 12:00:00+08:00
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap3bn432354,ca,3.6,75965.0,—,gray,nissan motor acceptance corporation,9125.0,9600.0,2014-12-17 12:30:00+08:00
2010,BMW,3 Series,328i,Sedan,automatic,wbaph5g50anm35849,ca,2.0,75681.0,white,black,exeter finance corp,12100.0,13100.0,2014-12-18 12:00:00+08:00
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5en9a1184259,ca,2.3,99861.0,blue,gray,cig financial,5725.0,4800.0,2014-12-17 12:30:00+08:00
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5en8a1216540,ca,4.3,70367.0,white,black,exeter finance corp,6850.0,8600.0,2014-12-18 12:00:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj6bm362094,ca,1.9,44824.0,black,beige,remarketing by ge/flagship credit acceptance,9050.0,7100.0,2014-12-23 12:30:00+08:00
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap3bl724562,ca,3.9,32993.0,black,gray,nissan-infiniti lt,9600.0,10800.0,2014-12-17 12:30:00+08:00
2010,Chrysler,Sebring,Touring,Sedan,automatic,1c3cc4fbxan211350,ca,2.3,77659.0,white,black,santander consumer,6300.0,5600.0,2014-12-18 12:00:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3bc863862,ca,4.5,32431.0,white,black,nissan-infiniti lt,16950.0,17500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Armada,Platinum,SUV,automatic,5n1aa0nd9bn606024,ca,4.1,40671.0,—,black,nissan north america inc.,20900.0,27000.0,2014-12-16 12:30:00+08:00
2010,Chevrolet,Suburban,1500 LT,SUV,automatic,1gnukje34ar228964,ca,2.2,65153.0,silver,silver,rio vista chevrolet,21600.0,22000.0,2015-01-15 04:00:00+08:00
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4eexbc547732,ca,2.3,53157.0,gray,gray,toyota financial services,9300.0,8800.0,2014-12-17 13:00:00+08:00
2011,Toyota,Venza,Base,Wagon,automatic,4t3za3bb6bu047276,ca,3.2,33529.0,white,tan,toyota financial services,15600.0,15000.0,2014-12-23 00:00:00+08:00
2010,Buick,LaCrosse,CXL,Sedan,automatic,1g4gc5eg5af145375,ca,2.3,102949.0,gray,beige,consumer portfolio services,9400.0,8400.0,2014-12-17 12:30:00+08:00
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5en8a1244970,ca,3.4,74833.0,gray,black,"jpmorgan chase bank,n.a.",6650.0,6200.0,2014-12-18 12:00:00+08:00
2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv5ah302076,ca,1.9,95536.0,black,black,first financial credit union,8150.0,8800.0,2014-12-17 12:05:00+08:00
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek1br116677,ca,2.6,27957.0,white,gray,jordan auto,12050.0,11000.0,2015-02-10 04:30:00+08:00
2010,Dodge,Charger,3.5L,Sedan,automatic,2b3ca2cv7ah300114,ca,4.0,34060.0,black,gray,bmw alphera/alphera financial services,11650.0,12100.0,2014-12-17 12:30:00+08:00
2011,Mercedes-Benz,Sprinter,2500 170 WB Passenger,Van,automatic,wdzpe8cc1b5510299,ca,2.5,159193.0,silver,black,mercedes benz of laguna niguel,21400.0,21000.0,2014-12-17 12:30:00+08:00
2011,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brbcc7b3411201,ca,3.4,42814.0,gray,black,"jpmorgan chase bank,n.a.",16300.0,17250.0,2014-12-18 12:00:00+08:00
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap5bn515946,ca,3.4,49945.0,white,gray,nissan motor acceptance corporation,10600.0,11800.0,2014-12-17 12:30:00+08:00
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap5bl725745,ca,3.6,39958.0,white,gray,nissan-infiniti lt,9250.0,10750.0,2014-12-16 12:30:00+08:00
2010,BMW,3 Series,328i,Sedan,automatic,wbaph5g51anm70903,ca,3.1,86064.0,black,black,auto depot,11400.0,11250.0,2014-12-18 12:00:00+08:00
2010,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcrkse3xag108607,ca,3.6,45187.0,white,beige,merchants automotive group,23900.0,20600.0,2014-12-23 12:00:00+08:00
2010,Chevrolet,Colorado,Work Truck,Extended Cab,automatic,1gcktbd91a8144907,ca,2.8,69752.0,white,black,donlen corporation,10850.0,10400.0,2014-12-18 12:00:00+08:00
2010,Chrysler,300,Touring,Sedan,automatic,2c3ca5cv9ah250014,ca,2.0,53275.0,gray,black,remarketing by ge/chase lease remarketing co,10600.0,9500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt4bw577506,ca,2.7,36296.0,black,black,nissan-infiniti lt,15000.0,13750.0,2014-12-17 12:30:00+08:00
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek5bu175709,ca,3.5,95309.0,gray,gray,first investors servicing corp,8725.0,8900.0,2014-12-16 12:30:00+08:00
2011,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,5tfju4gn4bx001082,ca,3.4,30622.0,white,gray,aaero sweet company,22600.0,23500.0,2014-12-18 11:30:00+08:00
2011,Toyota,RAV4,Limited,SUV,automatic,2t3yf4dvxbw082199,ca,4.3,55126.0,gold,beige,ge fleet services for itself/servicer,16200.0,16500.0,2014-12-16 12:00:00+08:00
2011,Toyota,Highlander,Base,SUV,automatic,5tdza3eh9bs016976,ca,3.3,85516.0,gray,gray,skyhigh remarketing inc,16150.0,17500.0,2014-12-17 12:15:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap1bc838460,ca,3.5,54719.0,blue,black,nissan-infiniti lt,15350.0,16000.0,2014-12-17 12:30:00+08:00
2011,Nissan,Cube,1.8 SL,Wagon,automatic,jn8az2kr9bt212273,ca,1.9,104388.0,silver,black,"jpmorgan chase bank,n.a.",3475.0,6600.0,2014-12-18 12:00:00+08:00
2011,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brbcc3b3399922,ca,3.3,52980.0,blue,black,ge fleet services for itself/servicer,15400.0,16900.0,2014-12-23 12:30:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5bc844861,ca,4.0,32485.0,black,black,nissan motor acceptance corporation,16950.0,19000.0,2014-12-17 12:30:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj4bm302542,ca,3.7,95790.0,white,black,financial services remarketing (lease),7200.0,8600.0,2014-12-16 12:30:00+08:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7bc177462,ca,2.6,47287.0,red,black,the hertz corporation,10100.0,10000.0,2014-12-18 11:30:00+08:00
2010,Chrysler,Sebring,Touring,Sedan,automatic,1c3cc4fb2an213643,ca,1.6,83565.0,white,black,cig financial,6225.0,5400.0,2014-12-17 12:30:00+08:00
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap1bl719473,ca,2.8,17914.0,blue,gray,nissan-infiniti lt,10300.0,10250.0,2014-12-16 12:30:00+08:00
2010,Chevrolet,Corvette,Base,Coupe,automatic,1g1yg2dw9a5107571,ca,4.5,25144.0,black,black,jaguar land rover thousand oaks,31100.0,30500.0,2014-12-16 12:30:00+08:00
2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv1ah307355,ca,2.7,64682.0,black,black,repo remarketing/first imperial cu,10050.0,11300.0,2014-12-17 12:30:00+08:00
2010,Audi,A4,2.0T Premium,Sedan,automatic,wauefafl7an010036,ca,2.4,47473.0,black,beige,audi north scottsdale,15250.0,15000.0,2014-12-18 12:30:00+08:00
2010,Cadillac,SRX,Luxury,SUV,automatic,3gyfnaey4as626106,ca,4.6,36553.0,gray,black,bmw of riverside,17900.0,20250.0,2014-12-16 12:30:00+08:00
2011,Volkswagen,GTI,Autobahn PZEV,Hatchback,automatic,wvwhd7aj0bw166946,ca,2.0,18924.0,gray,black,north bakersfield toyota scion,16750.0,15500.0,2014-12-23 12:00:00+08:00
2011,Toyota,4Runner,Limited,SUV,automatic,jtezu5jr8b5023744,ca,4.0,93112.0,black,blue,ge fleet services for itself/servicer,22300.0,23250.0,2014-12-18 12:30:00+08:00
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee7bc628588,ca,2.5,81105.0,gray,gray,nextgear capital,8075.0,7500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap3bn409950,ca,3.8,30472.0,white,black,nissan-infiniti lt,11750.0,12250.0,2014-12-16 12:30:00+08:00
2011,Subaru,Impreza,WRX,Sedan,manual,jf1gv7e62bg522943,ca,1.0,65983.0,gray,black,american car finance inc,16550.0,9250.0,2015-01-07 11:00:00+08:00
2010,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcrcse09ag128673,ca,3.6,73437.0,blue,black,"jpmorgan chase bank,n.a.",18300.0,18000.0,2014-12-18 12:00:00+08:00
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5en4a1167899,ca,4.1,43986.0,white,gray,lbs financial credit union,8050.0,7900.0,2014-12-17 12:30:00+08:00
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt5bw575926,ca,4.3,37515.0,white,gray,nissan motor acceptance corporation,14850.0,15300.0,2014-12-17 12:30:00+08:00
2011,Nissan,Leaf,SV,Hatchback,automatic,jn1az0cp5bt007761,ca,2.7,43943.0,black,gray,nissan-infiniti lt,9200.0,8500.0,2015-01-07 12:30:00+08:00
2011,Nissan,Murano,LE,SUV,automatic,jn8az1mu8bw063817,ca,3.8,48202.0,gray,black,nissan-infiniti lt,15850.0,19500.0,2014-12-16 12:30:00+08:00
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap7bn483291,ca,4.4,39215.0,beige,beige,nissan-infiniti lt,11250.0,12000.0,2014-12-16 12:30:00+08:00
2011,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee2bc652586,ca,1.9,45957.0,silver,black,tycon enterprises,10500.0,11100.0,2014-12-16 12:30:00+08:00
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap6bl719596,ca,4.6,27096.0,—,gray,nissan-infiniti lt,9800.0,10250.0,2014-12-23 12:30:00+08:00
2010,MINI,Cooper,Base,Hatchback,automatic,wmwmf3c57atz61989,ca,3.1,79673.0,gray,black,american road leasing inc,7625.0,7800.0,2014-12-17 12:15:00+08:00
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt7bw183448,ca,3.1,25235.0,black,black,nissan-infiniti lt,15900.0,16250.0,2014-12-17 12:30:00+08:00
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap8bl698511,ca,2.4,80429.0,black,black,west coast acceptance,6900.0,8300.0,2014-12-17 12:30:00+08:00
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw9bw183840,ca,3.8,69268.0,white,beige,nissan-infiniti lt,17050.0,17500.0,2014-12-23 12:30:00+08:00
2010,Chevrolet,malibu,ls,sedan,automatic,1g1zb5ebxaf212632,ca,3.6,78416.0,black,gray,donlen corporation,7425.0,8100.0,2014-12-18 12:00:00+08:00
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv2bw682384,ca,4.2,13761.0,gray,black,nissan-infiniti lt,17500.0,18750.0,2014-12-16 12:30:00+08:00
2010,BMW,7 Series,750Li,Sedan,automatic,wbakb8c56acy63438,ca,1.9,57943.0,white,gray,financial services remarketing (lease),28800.0,30750.0,2014-12-16 12:30:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cpxbt008985,ca,2.8,30842.0,silver,beige,nissan-infiniti lt,9775.0,10500.0,2014-12-16 12:30:00+08:00
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek7bu760873,ca,2.8,44746.0,silver,gray,toyota financial services,11100.0,11000.0,2014-12-23 00:00:00+08:00
2010,BMW,5 Series,535i,Sedan,automatic,wbanw1c51ac168020,ca,4.0,51630.0,gray,gray,remarketing by ge/manheim riverside,20100.0,18500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8bc151095,ca,3.8,100301.0,burgundy,black,santander consumer,7550.0,8400.0,2014-12-18 12:00:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5bt008280,ca,3.6,31287.0,black,beige,nissan-infiniti lt,9725.0,11000.0,2014-12-16 12:30:00+08:00
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap1bl719179,ca,1.9,48887.0,silver,gray,wells fargo dealer services,7950.0,7800.0,2014-12-26 15:00:00+08:00
2011,Toyota,Land Cruiser,Base,SUV,automatic,jtmhy7aj0b5011484,ca,4.7,44968.0,silver,gray,millennium cars,48200.0,45250.0,2014-12-17 12:15:00+08:00
2010,Chevrolet,Impala,LS,Sedan,automatic,2g1wa5ek7a1212696,ca,3.6,134319.0,gray,gray,california auto finance,4100.0,4500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap1bn501932,ca,2.8,55991.0,blue,black,nissan-infiniti lt,10300.0,10500.0,2014-12-16 12:30:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0bt008655,ca,4.2,19621.0,—,gray,nissan-infiniti lt,10600.0,12000.0,2014-12-16 12:30:00+08:00
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap8bl670529,ca,3.6,59597.0,blue,beige,nissan motor acceptance corporation,8350.0,9300.0,2014-12-17 12:30:00+08:00
2010,Chevrolet,Traverse,LT2,SUV,automatic,1gnlrged5aj210202,ca,2.7,78175.0,beige,black,exeter finance corp,13900.0,12900.0,2014-12-18 12:00:00+08:00
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek7br162238,ca,2.6,49997.0,white,gray,skyhigh remarketing inc,10850.0,10750.0,2014-12-17 12:15:00+08:00
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek3bu227225,ca,2.8,37086.0,gold,gray,toyota scion of downtown la,11550.0,9250.0,2015-01-07 12:30:00+08:00
2010,BMW,3 Series,328i,Coupe,automatic,wbawv1c50ap123957,ca,2.3,47318.0,white,black,santander consumer,14800.0,14400.0,2014-12-18 12:00:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp9bt003289,ca,2.8,28736.0,black,gray,nissan-infiniti lt,9925.0,10500.0,2014-12-17 12:30:00+08:00
2011,Ram,1500,ST,Quad Cab,automatic,1d7rv1gt2bs518168,ca,4.4,101607.0,silver,black,motor city buick gmc,15350.0,17800.0,2014-12-16 12:30:00+08:00
2011,Ram,1500,ST,Quad Cab,automatic,1d7rb1gkxbs538250,ca,3.9,30647.0,red,gray,s/s auto wholesale,16250.0,14100.0,2014-12-17 12:30:00+08:00
2010,Cadillac,CTS,Performance,Sedan,automatic,1g6dm5ev2a0139509,ca,3.5,63796.0,black,black,concord honda,14600.0,14900.0,2014-12-17 12:30:00+08:00
2011,Volvo,V50,T5 R-Design,Wagon,automatic,yv1672mw5b2637242,ca,3.8,56306.0,gray,black,northwestern chrys/j/d/ge,9250.0,8800.0,2014-12-23 12:30:00+08:00
2011,Ram,1500,SLT,Quad Cab,automatic,1d7rb1gp1bs624218,ca,4.1,97713.0,silver,—,american road leasing inc,12750.0,12250.0,2014-12-17 12:15:00+08:00
2010,Chevrolet,Camaro,LS,Coupe,automatic,2g1fa1ev5a9196759,ca,2.7,65404.0,silver,black,fratelli investment group,12050.0,13500.0,2014-12-17 12:15:00+08:00
2010,BMW,1 Series,128i,Convertible,automatic,wbaun1c50avh82031,ca,4.4,19448.0,white,tan,aaero sweet company,18300.0,19000.0,2014-12-17 12:15:00+08:00
2011,Volkswagen,Jetta,Base,Sedan,automatic,3vw2k7aj0bm377539,ca,1.0,33187.0,gray,black,vw credit,8075.0,6800.0,2014-12-16 12:00:00+08:00
2010,Chevrolet,Camaro,2LT,Coupe,automatic,2g1fc1ev8a9128157,ca,2.8,91337.0,black,gray,santander consumer,12900.0,14200.0,2015-01-15 04:00:00+08:00
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du7b1369590,ca,3.4,41859.0,red,beige,toyota financial services,14750.0,15500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5apxbc862482,ca,4.3,30083.0,black,black,nissan-infiniti lt,17150.0,18000.0,2014-12-16 12:30:00+08:00
2011,Nissan,Murano,SV,SUV,automatic,jn8az1mu7bw050850,ca,3.5,53770.0,gray,black,daimler daiichi corp,14500.0,15400.0,2014-12-16 12:30:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8bt007656,ca,3.5,29377.0,black,beige,nissan-infiniti lt,10050.0,9500.0,2015-01-21 04:30:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj6bm372298,ca,3.2,60318.0,white,black,wells fargo dealer services,8975.0,7700.0,2014-12-18 12:00:00+08:00
2011,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,3tmju4gn9bm120560,ca,4.2,44257.0,white,gray,high bid trading co inc,21400.0,23000.0,2014-12-17 12:15:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0bc846338,ca,3.3,31000.0,gray,black,nissan-infiniti lt,17100.0,18250.0,2014-12-16 12:30:00+08:00
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv1bw664216,ca,2.9,55481.0,silver,black,nissan-infiniti lt,14650.0,16500.0,2014-12-16 12:30:00+08:00
2011,Toyota,Avalon,Base,Sedan,automatic,4t1bk3db2bu404344,ca,2.7,74871.0,—,beige,ge fleet services for itself/servicer,15450.0,12500.0,2015-01-14 04:30:00+08:00
2010,Acura,RDX,Base,SUV,automatic,5j8tb2h29aa005087,ca,2.8,80198.0,silver,beige,aaero sweet company,14150.0,14600.0,2014-12-17 12:15:00+08:00
2011,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap7bl358853,ca,3.3,52444.0,black,black,wells fargo dealer services,6550.0,7000.0,2014-12-18 12:00:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj7bm327502,ca,1.0,82644.0,—,black,vw credit,7675.0,6200.0,2014-12-16 12:00:00+08:00
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn7aw200252,ca,2.7,80880.0,red,black,a l financial corporation,5950.0,6100.0,2014-12-17 12:30:00+08:00
2010,Honda,Civic,LX,Sedan,automatic,19xfa1f56ae061667,ca,2.0,153354.0,gray,gray,california republic bank,5750.0,5600.0,2014-12-17 12:30:00+08:00
2010,Ford,F-150,XL,Regular Cab,automatic,1ftmf1cw4aka89941,ca,2.0,140738.0,white,tan,enterprise fm exchange/tra/lease,4850.0,4100.0,2014-12-23 13:00:00+08:00
2010,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ftsx2b50aea59594,ca,2.8,107271.0,white,gray,remarketing by ge/ge capital solutions,9525.0,8750.0,2014-12-16 12:00:00+08:00
2010,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4rn5d14ar210927,ca,1.9,120071.0,silver,black,"jpmorgan chase bank,n.a.",5950.0,4700.0,2014-12-16 13:00:00+08:00
2010,Jeep,Commander,Limited,SUV,automatic,1j4rh5gt1ac114015,ca,2.8,109977.0,black,black,premium auto wholesale,14250.0,10500.0,2014-12-18 12:00:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb0ar107976,ca,3.5,34107.0,black,black,hoehn motors inc,17050.0,16750.0,2014-12-16 12:30:00+08:00
2010,Nissan,Sentra,2.0,Sedan,automatic,3n1ab6ap8al718867,ca,2.8,43729.0,silver,gray,gm financial,7800.0,9100.0,2014-12-17 12:30:00+08:00
2010,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl3h6xab026116,ca,3.3,82376.0,silver,gray,myrddin fleet services,15050.0,13500.0,2014-12-17 12:30:00+08:00
2010,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f47aa092364,ca,3.5,120844.0,silver,black,"ahfc/honda lease trust/hvt, inc.",8400.0,8800.0,2014-12-18 12:00:00+08:00
2010,Jeep,Patriot,Sport,SUV,automatic,1j4nt2ga8ad560425,ca,2.8,96810.0,black,black,cig financial,6100.0,5800.0,2014-12-17 12:30:00+08:00
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad5au179821,ca,3.8,60631.0,black,gray,hyundai motor finance,6550.0,7700.0,2014-12-16 12:00:00+08:00
2010,Toyota,RAV4,Sport,SUV,automatic,jtmwf4dv0ad016232,ca,3.7,76648.0,gray,black,corona auto wholesale inc,13350.0,13900.0,2014-12-16 12:30:00+08:00
2010,MINI,Cooper,Base,Convertible,automatic,wmwmr3c55atu98399,ca,4.1,25601.0,red,black,barber honda,12400.0,12250.0,2014-12-23 12:30:00+08:00
2010,Nissan,Altima Hybrid,Base,Sedan,automatic,1n4cl2apxac121099,ca,2.6,82088.0,silver,black,santander consumer,9950.0,8800.0,2014-12-18 12:00:00+08:00
2010,Infiniti,G37 Convertible,Base,G37 Convertible,automatic,jn1cv6fe6am354865,ca,4.6,25212.0,black,gray,nissan infiniti lt,22000.0,24750.0,2014-12-18 12:30:00+08:00
2010,Volkswagen,CC,Sport PZEV,Sedan,manual,wvwnp7an9ae564559,ca,1.0,102667.0,—,beige,vw credit,7750.0,4700.0,2014-12-16 12:00:00+08:00
2010,Nissan,Frontier,SE,Crew Cab,automatic,1n6ad0er9ac419400,ca,2.8,160351.0,silver,gray,bmw alphera/alphera financial services,9525.0,8500.0,2014-12-23 16:00:00+08:00
2010,Ford,Expedition,EL Limited,SUV,automatic,1fmjk1k56aeb68769,ca,3.9,89856.0,black,black,skyhigh remarketing inc,18550.0,18600.0,2014-12-17 12:15:00+08:00
2010,Ford,Focus,SE,Sedan,manual,1fahp3fn3aw205447,ca,3.8,90395.0,white,black,"jpmorgan chase bank,n.a.",5675.0,5400.0,2014-12-18 12:00:00+08:00
2010,Mazda,Mazda3,s Sport,Sedan,automatic,jm1bl1s67a1132403,ca,1.9,73406.0,white,black,"jpmorgan chase bank,n.a.",8225.0,7000.0,2014-12-16 12:30:00+08:00
2010,Ford,Escape,Limited,SUV,automatic,1fmcu0eg8akb92972,ca,1.9,86804.0,black,beige,remarketing by ge/manheim southern california,9425.0,6700.0,2014-12-18 12:00:00+08:00
2009,Acura,MDX,Base,SUV,automatic,2hnyd28859h509923,ca,4.2,100258.0,white,tan,nvp remarketing,18550.0,18250.0,2014-12-16 12:00:00+08:00
2010,Lincoln,MKT,Base,Wagon,automatic,2lmhj5fr6abj13406,ca,3.2,99656.0,burgundy,black,tycon enterprises,12350.0,12400.0,2015-01-20 04:30:00+08:00
2010,Toyota,Sequoia,Platinum,SUV,automatic,5tdyy5g12as028002,ca,3.0,67475.0,black,gray,premium auto wholesale,26700.0,24500.0,2015-02-19 04:00:00+08:00
2010,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1j4ba3h11al179700,ca,3.4,66137.0,silver,gray,dtg operations inc,20600.0,19200.0,2015-02-26 03:30:00+08:00
2010,Nissan,Altima,3.5 SR,Sedan,automatic,1n4bl2apxan509451,ca,2.0,53207.0,black,black,"jpmorgan chase bank,n.a.",11300.0,9600.0,2014-12-18 12:00:00+08:00
2010,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl3h60ab063188,ca,2.4,68318.0,black,gray,eddies memories,14700.0,13250.0,2015-01-06 12:30:00+08:00
2010,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f47aa191346,ca,2.0,47601.0,gray,black,"ahfc/honda lease trust/hvt, inc.",10350.0,10300.0,2014-12-18 12:00:00+08:00
2009,Acura,TL,SH-AWD,Sedan,automatic,19uua96579a005646,ca,3.8,69666.0,blue,beige,premium auto wholesale,16350.0,18200.0,2014-12-26 15:00:00+08:00
2010,Volkswagen,GTI,PZEV,Hatchback,manual,wvwed7aj0aw068954,ca,3.6,104035.0,black,black,honda of pasadena,9675.0,9200.0,2014-12-16 12:30:00+08:00
2010,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek9au565114,ca,2.6,105802.0,white,gray,aaero sweet company,8225.0,9000.0,2014-12-17 12:15:00+08:00
2010,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be8aa573051,ca,3.4,57483.0,black,black,mercedes benz of laguna niguel,26700.0,26250.0,2014-12-17 12:30:00+08:00
2010,Toyota,Corolla,S,Sedan,automatic,1nxbu4ee8az281513,ca,2.9,41304.0,white,black,gm financial,9475.0,10300.0,2014-12-17 12:30:00+08:00
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f3xaa176069,ca,2.0,71443.0,silver,black,"jpmorgan chase bank,n.a.",9325.0,10000.0,2014-12-18 12:00:00+08:00
2010,Toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfey5f18ax094617,ca,2.6,86735.0,white,beige,david wilsons villa ford,18600.0,18000.0,2014-12-18 12:00:00+08:00
2010,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1j4ba3h12al210159,ca,2.9,62594.0,red,gray,dtg operations inc,19500.0,17500.0,2014-12-17 12:30:00+08:00
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bbxaa350858,ca,3.9,33638.0,black,brown,mercedes-benz financial services,37000.0,38000.0,2014-12-18 12:30:00+08:00
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gbxaa253575,ca,3.1,61131.0,black,black,"jpmorgan chase bank,n.a.",21500.0,23250.0,2014-12-18 12:30:00+08:00
2010,Lincoln,MKX,Base,SUV,automatic,2lmdj6jc3abj24595,ca,3.8,42774.0,white,black,galpin ford studio rentals,17600.0,17500.0,2014-12-16 12:30:00+08:00
2010,Mazda,Mazda3,s Grand Touring,Sedan,automatic,jm1bl1s69a1156668,ca,4.1,65910.0,black,black,first commonwealth fcu,8175.0,11000.0,2014-12-16 12:30:00+08:00
2010,Ford,F-150,XL,SuperCab,automatic,1ftex1cw2ake55543,ca,1.0,87443.0,silver,beige,wells fargo dealer services,10500.0,8600.0,2014-12-16 13:00:00+08:00
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb2aa236009,ca,4.3,43888.0,white,off-white,mercedes-benz usa,21500.0,23500.0,2015-07-07 09:30:00+07:00
2010,Mercedes-Benz,S-Class,S600,Sedan,automatic,wddng7gb8aa357218,ca,3.6,41155.0,black,black,inter auto trade inc,48600.0,47000.0,2014-12-18 12:30:00+08:00
